Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,generate column 1,generate column 2,generate column 3,generate column 4,categorical2,categorical3
M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,1.36,1.96,-0.18,-0.63,e,N
F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,0.75,-0.49,-1.82,0.07,p,B
M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,-0.73,-1.43,0.29,-1.34,e,W
F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,-0.58,0.62,-0.64,0.52,p,B
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,-1.22,2.23,-0.98,1.12,e,W
F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,-0.26,-0.35,-0.66,0.29,e,W
F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,0.57,2.26,-0.27,0.73,e,B
F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,0.2,1.14,0.0,0.27,p,W
I,0.6,0.445,0.175,1.057,0.383,0.21600000000000005,0.355,16,-0.56,-0.22,0.0,-0.01,e,H
I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,-0.06,0.11,0.14,0.47,p,H
F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,-0.48,-1.72,-0.88,-0.94,e,B
M,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03,5,2.63,0.31,0.22,0.33,e,
I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,-1.15,-0.56,-1.77,-0.45,e,
F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,0.15,-0.67,0.12,1.04,e,W
F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,-1.38,0.93,0.32,0.24,e,B
F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,1.7,-0.78,-0.47,0.49,e,W
M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,0.06,0.54,-1.56,-1.1,p,
I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,-2.0,-0.21,-0.13,-2.43,e,B
M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,-1.45,-1.52,-0.13,0.93,e,
M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,1.81,1.92,1.86,1.22,e,W
M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,0.0,0.57,-1.27,-0.04,e,
M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,-0.44,1.07,-0.93,-0.67,e,A
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19,0.39,-0.88,-0.66,0.34,e,W
F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,0.02,-0.23,0.01,1.37,e,H
I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,-0.91,-0.13,0.55,1.13,e,W
F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,-2.1,0.9,0.21,0.09,p,W
F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,2.8,1.79,-1.54,0.93,p,W
I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,1.71,-1.52,0.03,-1.24,e,W
M,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485,10,0.93,0.68,0.35,-0.95,e,W
I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,-0.86,1.7,0.65,-0.54,p,B
I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,-0.57,-2.22,0.26,-0.67,p,
I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,2.94,-0.43,0.94,0.8,p,
F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,0.75,1.43,0.49,0.47,e,
F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,-2.16,-1.45,-1.23,-0.67,e,W
F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,-1.28,-0.48,1.34,-0.35,p,W
I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,-0.18,0.54,-0.97,0.71,e,W
I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,-0.62,0.47,0.62,-0.17,e,H
I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,-0.65,1.7,0.07,-1.36,p,B
F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,1.17,-0.19,0.09,0.0,e,B
F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,-2.27,-2.2,-2.19,0.41,e,H
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,-1.17,0.7,0.01,1.32,p,W
F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,-0.01,1.57,0.78,-1.14,e,W
F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,0.29,-0.56,-0.34,0.47,p,
I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17,0.79,-0.41,1.35,0.75,e,W
F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,-0.56,0.58,0.95,1.01,p,
M,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,-0.79,-0.82,0.1,-1.99,e,
F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,0.11,-1.14,-1.27,-0.82,e,W
I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,0.7,1.04,0.76,-1.1,e,W
F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,-0.97,-2.37,-0.27,-0.41,e,W
I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,-0.22,0.04,0.39,-0.44,p,B
M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,-1.08,0.34,0.86,-0.94,e,W
I,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13,1.09,0.53,1.12,0.84,e,H
I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,0.09,-0.44,-0.63,0.38,p,W
I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,0.47,0.82,0.78,0.95,e,W
F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,0.23,1.39,0.14,-0.69,p,W
F,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15,0.55,0.14,-0.26,0.09,p,H
I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,-1.36,0.14,0.3,2.31,e,W
F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,0.64,-0.84,0.54,-3.24,e,W
I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,1.61,0.56,1.41,1.73,e,
I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,1.01,0.91,-1.77,-0.28,e,W
I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,-0.45,0.51,-0.24,0.97,p,H
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,1.02,-0.92,-0.25,1.22,p,B
I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,0.84,0.84,-1.9,0.11,p,W
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19,0.31,-1.13,-0.41,-2.08,e,W
M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,-0.57,1.11,2.36,-0.51,e,
M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,0.04,0.79,0.1,-0.97,p,
I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,2.16,-0.59,-0.42,1.24,p,W
M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,-1.07,0.78,-0.61,-0.35,e,W
I,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12,11,1.43,0.05,-1.15,1.28,p,W
M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,0.17,0.81,-1.55,-1.45,p,N
I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,0.25,2.49,-0.69,-0.28,e,W
I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,0.54,0.61,-0.27,-1.81,e,B
I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17,-0.53,0.35,1.67,-0.54,e,W
M,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135,12,-0.66,-0.48,1.58,-0.9,e,
M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,-0.45,1.01,-0.14,-1.64,p,
I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,-1.71,-0.11,-1.05,0.19,p,B
M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,-1.13,1.14,-1.78,-2.14,e,W
F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,0.45,-0.58,1.38,-0.28,e,W
F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,-0.58,0.08,1.39,0.69,e,W
I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,-0.06,2.11,0.81,-0.29,e,H
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,-1.35,1.77,0.22,-0.55,e,B
M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,-2.19,0.22,1.88,0.25,e,W
I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,0.4,-0.31,-0.11,0.43,p,W
I,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,5,-0.21,-1.28,0.06,-0.57,e,W
M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,-0.88,0.99,0.11,-0.94,p,
M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,1.32,0.04,-0.16,0.95,e,H
M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,-0.86,-0.09,-0.54,-0.66,e,W
F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,-0.27,-1.27,0.54,0.6,e,W
F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,1.79,0.07,-2.53,0.26,e,W
M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,-0.42,0.81,1.4,-0.58,e,H
M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,1.49,2.08,0.81,0.32,e,W
M,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,13,-0.35,-0.64,0.6,0.4,p,W
M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,-0.82,0.82,2.64,0.13,p,B
M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,-1.02,-1.18,-0.71,-0.8,p,H
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,2.05,0.8,0.03,-0.96,e,W
M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19,-0.17,-1.11,-0.99,-0.88,e,W
M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,0.88,0.41,-0.15,1.97,p,H
M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,0.64,0.38,0.52,-0.14,e,W
F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385,13,-1.61,-0.16,-1.5,-0.04,p,W
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,0.64,0.11,-0.9,1.13,e,W
F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12,0.11,-0.26,0.34,-0.23,p,
M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,0.68,0.1,-0.81,-1.71,e,W
F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,0.09,-2.18,2.19,-0.22,p,W
M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,1.01,1.04,-0.79,0.46,p,H
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,-1.54,1.38,-1.13,-0.56,e,W
M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,-0.5,-0.65,0.42,-1.68,p,
I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,0.83,0.52,-0.03,0.65,p,W
M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,-1.23,1.33,-0.28,-0.97,e,N
I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,0.92,-0.08,-2.09,-0.71,p,H
I,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,8,0.72,-1.1,-0.43,0.24,e,W
I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,-0.76,-1.84,-0.09,-1.7,e,H
I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,-1.68,-0.84,0.13,-0.17,e,B
I,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.093,7,-0.32,0.53,1.47,-0.18,e,W
I,0.415,0.31,0.105,0.3595,0.16699999999999998,0.083,0.0915,6,1.08,0.77,2.26,1.32,e,B
I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,-0.93,1.89,-1.11,0.41,p,H
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,-1.41,1.38,0.6,0.56,e,A
M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,-0.88,-1.6,-0.49,2.25,e,W
F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,7,0.12,-0.16,0.77,-1.14,e,B
F,0.56,0.465,0.16,1.0315,0.4320000000000001,0.2025,0.337,9,0.15,0.63,-0.22,1.23,e,H
M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,-1.18,1.41,1.01,-0.36,e,
M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,0.7,1.59,-0.55,0.95,p,H
F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,0.41,-0.88,2.29,-0.46,p,W
M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,0.71,1.2,-1.76,2.14,e,H
F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,1.57,-0.6,-0.56,-0.66,e,W
M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,-0.27,0.79,-0.35,-0.19,p,B
M,0.61,0.47,0.155,1.0325,0.4970000000000001,0.2175,0.2785,9,2.5,-0.14,-0.21,0.29,e,H
F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,0.82,0.54,-0.81,-0.46,e,W
M,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,10,0.05,-0.6,-1.88,-0.31,e,W
F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,1.12,1.54,-0.15,0.43,p,W
M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,-0.33,-2.48,0.83,0.81,p,W
M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,-0.86,-0.6,0.6,-0.1,e,B
I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,0.36,-0.6,1.65,-0.44,e,W
I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,0.47,1.15,1.55,0.13,e,W
I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,-0.77,0.68,0.83,-0.18,e,W
I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,0.45,-0.37,-1.36,1.34,e,B
I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,0.51,0.45,-0.05,0.05,p,W
I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,0.0,-0.39,2.54,-0.33,e,W
I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,1.22,0.82,0.16,-0.47,e,B
I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,0.02,-0.95,-0.46,-0.24,p,H
I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,-0.63,1.17,-0.52,1.15,e,B
I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,-1.16,1.33,0.29,-0.23,p,W
I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,-0.09,-0.04,-0.11,-0.75,e,B
I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,0.29,-1.46,1.84,-1.2,p,B
I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,-1.08,2.28,0.54,-0.63,e,W
F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,0.46,-0.38,-0.25,-1.24,p,
M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,0.44,1.39,-0.33,-0.86,e,W
I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,-1.39,0.43,-0.95,0.18,p,W
px399,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,-0.06,-0.79,-0.18,-0.95,px399,px399
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,-0.73,-1.37,0.86,0.17,e,H
I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,0.68,-0.77,0.16,-0.74,p,B
F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,1.22,-1.02,-0.3,0.71,p,B
M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,-0.6,0.63,0.97,-1.29,e,W
M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,-0.34,-1.24,0.61,-0.3,e,W
F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,0.63,0.34,-0.42,-1.21,e,H
M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,0.46,-0.43,0.82,-0.68,p,W
F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,0.21,0.04,-0.87,0.89,p,
F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,1.19,-0.41,0.34,-2.18,p,B
F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,-0.83,-0.12,0.34,-1.28,p,H
M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,0.86,-0.03,0.56,0.07,e,
F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,-0.83,0.77,0.26,-0.75,e,
F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,0.22,-0.53,-1.92,-0.29,p,B
F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,0.84,1.23,1.23,1.16,e,H
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,-2.56,-0.34,0.27,0.55,e,W
M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,-0.24,0.41,1.3,-0.55,e,B
F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,-0.34,-0.93,0.24,0.01,e,B
F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,0.83,-0.15,1.11,1.13,e,W
M,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,11,-0.15,0.3,-0.92,-0.64,p,B
M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,-0.74,-0.24,0.79,-0.36,e,
F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,1.47,0.17,0.9,-0.85,p,W
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,-1.99,1.1,-0.52,0.14,e,W
M,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.3720000000000001,10,-0.03,0.26,0.62,1.38,e,B
F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,0.04,-0.4,0.35,-0.25,p,W
F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,1.46,0.39,-0.07,0.36,p,
M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,-0.08,-0.34,-0.24,0.37,e,W
F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,0.17,-0.96,-0.65,1.25,e,B
I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,0.34,0.74,0.51,0.89,e,B
I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,-0.16,1.32,-0.77,0.51,p,
I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,-0.05,1.55,0.17,-0.68,e,W
I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,0.26,1.17,0.01,0.0,e,W
I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,0.04,-1.77,0.85,-0.48,e,
I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,2.63,1.55,-0.68,-0.93,p,O
I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,-0.27,1.45,0.72,-0.63,e,H
I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,0.0,0.92,0.98,0.11,p,W
I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,-0.19,1.26,-0.09,-0.13,e,W
I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,-0.04,-0.39,0.09,1.6,e,
I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,-0.22,-0.78,0.5,1.45,e,W
I,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139,7,-0.34,0.39,0.37,0.42,p,H
I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,-2.06,-1.16,-0.49,1.15,p,W
I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,-0.72,2.37,-0.52,0.91,e,W
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,1.05,0.52,-0.1,-0.03,e,B
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,0.19,0.01,1.42,0.97,e,W
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,-0.54,0.34,-0.43,-0.05,p,B
F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,-0.43,-1.07,0.83,-0.01,e,W
M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,-1.52,-0.16,-1.23,0.42,p,W
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,-1.47,0.01,-0.3,-0.21,e,W
M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,0.26,0.13,-0.12,0.02,p,
M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,-0.08,0.26,-0.34,-0.65,e,W
F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,-0.76,0.21,-3.09,-0.72,e,A
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,0.8,0.32,-0.95,-0.39,e,W
M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,0.57,0.2,0.61,0.13,p,W
F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,-1.84,-0.35,0.35,-0.21,e,B
M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,0.32,0.49,-1.33,-1.25,e,B
F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,0.37,-1.25,0.99,0.33,e,W
M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,-0.03,-0.69,0.68,1.08,p,
M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,-1.42,1.98,0.19,0.24,e,N
M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,2.44,-0.64,-0.92,0.62,e,H
F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,0.22,0.39,-1.12,-0.04,e,W
F,0.62,0.51,0.18,1.233,0.5920000000000001,0.274,0.322,10,0.08,0.11,-1.1,0.88,e,A
M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,-0.39,-0.02,0.19,-1.47,e,H
M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,-0.34,-0.92,-0.23,-0.47,p,W
F,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,11,1.2,-1.18,0.99,-0.93,e,W
F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003,9,-0.87,1.16,-0.06,-0.64,p,B
F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,-0.58,1.56,0.54,-3.19,e,A
M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,-0.34,-0.6,0.53,-0.23,e,W
M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,0.96,-0.12,1.22,-0.17,p,W
F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,-0.28,0.02,-0.1,-0.64,e,
F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,-1.68,-0.44,-2.27,0.56,p,B
M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,0.4,-1.2,0.18,0.53,e,
F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,0.2,-0.28,0.73,-1.08,p,W
F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,0.61,0.41,0.49,-0.36,e,W
F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,0.5,-0.62,-0.41,-0.54,e,W
M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,-0.09,-0.14,1.61,1.42,e,H
M,0.715,0.545,0.18,1.7405,0.871,0.34700000000000003,0.449,10,-0.19,-2.54,0.53,-0.13,e,W
F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,0.8,-0.87,-0.75,1.07,e,
I,0.215,0.15,0.055,0.041,0.015,0.009000000000000001,0.0125,3,-0.54,1.04,0.59,0.49,p,H
I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,-1.24,0.74,0.63,0.0,p,H
I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,0.52,0.74,-0.59,-0.93,e,H
I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,0.36,0.6,0.92,-0.36,e,W
I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,2.06,-0.97,-0.17,-0.19,p,B
I,0.335,0.26,0.085,0.192,0.097,0.03,0.054000000000000006,6,-1.04,0.79,0.27,-0.49,e,B
I,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,7,-0.35,0.11,-1.45,-0.08,e,B
I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,0.11,0.95,0.27,-0.66,e,W
I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,6,0.72,0.15,0.94,-2.29,e,H
I,0.36,0.265,0.09,0.2055,0.096,0.037000000000000005,0.0585,7,-1.82,0.62,-1.26,-0.13,e,W
I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,0.03,0.05,0.31,2.01,p,H
I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,1.34,1.02,0.91,-1.18,e,H
I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,-1.41,-1.03,0.35,-0.56,p,W
I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,0.53,-0.46,0.29,0.91,e,H
I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,-0.67,-0.25,-0.15,-0.62,e,W
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,-1.33,0.23,-0.49,-0.38,p,W
I,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,-1.58,1.86,-1.8,-1.18,e,H
M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,0.24,-0.58,0.3,0.61,e,H
I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,0.24,-1.11,-0.07,1.93,p,H
I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,-0.03,-0.56,-1.01,-0.51,e,W
I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,-0.58,1.54,-0.47,0.98,e,O
I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,1.94,1.14,-0.79,-0.68,e,W
I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,-1.92,-0.87,0.5,2.11,p,H
